GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,total_pop,urban_pop,rural_pop,rural_propotion
G0100010,2010,3,6,Alabama,1,Autauga County,1,54571,31650,22921,0.420021623
G0100030,2010,3,6,Alabama,1,Baldwin County,3,182265,105205,77060,0.422790991
G0100050,2010,3,6,Alabama,1,Barbour County,5,27457,8844,18613,0.677896347
G0100070,2010,3,6,Alabama,1,Bibb County,7,22915,7252,15663,0.683526075
G0100090,2010,3,6,Alabama,1,Blount County,9,57322,5760,51562,0.89951502
G0100110,2010,3,6,Alabama,1,Bullock County,11,10914,5307,5607,0.513743815
G0100130,2010,3,6,Alabama,1,Butler County,13,20947,6026,14921,0.712321573
G0100150,2010,3,6,Alabama,1,Calhoun County,15,118572,78617,39955,0.336968256
G0100170,2010,3,6,Alabama,1,Chambers County,17,34215,17399,16816,0.491480345
G0100190,2010,3,6,Alabama,1,Cherokee County,19,25989,3707,22282,0.85736273
G0100210,2010,3,6,Alabama,1,Chilton County,21,43643,5785,37858,0.867447242
G0100230,2010,3,6,Alabama,1,Choctaw County,23,13859,0,13859,1
G0100250,2010,3,6,Alabama,1,Clarke County,25,25833,6205,19628,0.759803352
G0100270,2010,3,6,Alabama,1,Clay County,27,13932,0,13932,1
G0100290,2010,3,6,Alabama,1,Cleburne County,29,14972,0,14972,1
G0100310,2010,3,6,Alabama,1,Coffee County,31,49948,26375,23573,0.471950829
G0100330,2010,3,6,Alabama,1,Colbert County,33,54428,30537,23891,0.438946866
G0100350,2010,3,6,Alabama,1,Conecuh County,35,13228,2520,10708,0.809495011
G0100370,2010,3,6,Alabama,1,Coosa County,37,11539,0,11539,1
G0100390,2010,3,6,Alabama,1,Covington County,39,37765,11461,26304,0.69651794
G0100410,2010,3,6,Alabama,1,Crenshaw County,41,13906,0,13906,1
G0100430,2010,3,6,Alabama,1,Cullman County,43,80406,21517,58889,0.732395592
G0100450,2010,3,6,Alabama,1,Dale County,45,50251,24679,25572,0.508885395
G0100470,2010,3,6,Alabama,1,Dallas County,47,43820,23821,19999,0.456389776
G0100490,2010,3,6,Alabama,1,DeKalb County,49,71109,7018,64091,0.901306445
G0100510,2010,3,6,Alabama,1,Elmore County,51,79303,36330,42973,0.541883661
G0100530,2010,3,6,Alabama,1,Escambia County,53,38319,13982,24337,0.635115739
G0100550,2010,3,6,Alabama,1,Etowah County,55,104430,65286,39144,0.374834818
G0100570,2010,3,6,Alabama,1,Fayette County,57,17241,3408,13833,0.802331651
G0100590,2010,3,6,Alabama,1,Franklin County,59,31704,9395,22309,0.703665153
G0100610,2010,3,6,Alabama,1,Geneva County,61,26790,2775,24015,0.896416573
G0100630,2010,3,6,Alabama,1,Greene County,63,9045,0,9045,1
G0100650,2010,3,6,Alabama,1,Hale County,65,15760,1707,14053,0.891687817
G0100670,2010,3,6,Alabama,1,Henry County,67,17302,2119,15183,0.877528609
G0100690,2010,3,6,Alabama,1,Houston County,69,101547,67220,34327,0.338040513
G0100710,2010,3,6,Alabama,1,Jackson County,71,53227,12233,40994,0.770173032
G0100730,2010,3,6,Alabama,1,Jefferson County,73,658466,593714,64752,0.098337651
G0100750,2010,3,6,Alabama,1,Lamar County,75,14564,0,14564,1
G0100770,2010,3,6,Alabama,1,Lauderdale County,77,92709,47008,45701,0.492951062
G0100790,2010,3,6,Alabama,1,Lawrence County,79,34339,2991,31348,0.912897871
G0100810,2010,3,6,Alabama,1,Lee County,81,140247,101806,38441,0.27409499
G0100830,2010,3,6,Alabama,1,Limestone County,83,82782,35092,47690,0.576091421
G0100850,2010,3,6,Alabama,1,Lowndes County,85,11299,0,11299,1
G0100870,2010,3,6,Alabama,1,Macon County,87,21452,9536,11916,0.555472683
G0100890,2010,3,6,Alabama,1,Madison County,89,334811,279763,55048,0.164415148
G0100910,2010,3,6,Alabama,1,Marengo County,91,21027,6452,14575,0.693156418
G0100930,2010,3,6,Alabama,1,Marion County,93,30776,3430,27346,0.888549519
G0100950,2010,3,6,Alabama,1,Marshall County,95,93019,43469,49550,0.53268687
G0100970,2010,3,6,Alabama,1,Mobile County,97,412992,330310,82682,0.200202425
G0100990,2010,3,6,Alabama,1,Monroe County,99,23068,4834,18234,0.790445639
G0101010,2010,3,6,Alabama,1,Montgomery County,101,229363,205300,24063,0.104912301
G0101030,2010,3,6,Alabama,1,Morgan County,103,119490,73370,46120,0.385973722
G0101050,2010,3,6,Alabama,1,Perry County,105,10591,0,10591,1
G0101070,2010,3,6,Alabama,1,Pickens County,107,19746,0,19746,1
G0101090,2010,3,6,Alabama,1,Pike County,109,32899,15897,17002,0.516793824
G0101110,2010,3,6,Alabama,1,Randolph County,111,22913,4275,18638,0.813424693
G0101130,2010,3,6,Alabama,1,Russell County,113,52947,34199,18748,0.354089939
G0101150,2010,3,6,Alabama,1,St. Clair County,115,83593,22740,60853,0.727967653
G0101170,2010,3,6,Alabama,1,Shelby County,117,195085,150323,44762,0.229448702
G0101190,2010,3,6,Alabama,1,Sumter County,119,13763,0,13763,1
G0101210,2010,3,6,Alabama,1,Talladega County,121,82291,36360,45931,0.558153383
G0101230,2010,3,6,Alabama,1,Tallapoosa County,123,41616,10726,30890,0.742262591
G0101250,2010,3,6,Alabama,1,Tuscaloosa County,125,194656,145003,49653,0.255080758
G0101270,2010,3,6,Alabama,1,Walker County,127,67023,17367,49656,0.740879996
G0101290,2010,3,6,Alabama,1,Washington County,129,17581,0,17581,1
G0101310,2010,3,6,Alabama,1,Wilcox County,131,11670,0,11670,1
G0101330,2010,3,6,Alabama,1,Winston County,133,24484,3699,20785,0.848921745
G0200130,2010,4,9,Alaska,2,Aleutians East Borough,13,3141,0,3141,1
G0200160,2010,4,9,Alaska,2,Aleutians West Census Area,16,5561,0,5561,1
G0200200,2010,4,9,Alaska,2,Anchorage Municipality,20,291826,279811,12015,0.041171794
G0200500,2010,4,9,Alaska,2,Bethel Census Area,50,17013,4434,12579,0.739375771
G0200600,2010,4,9,Alaska,2,Bristol Bay Borough,60,997,0,997,1
G0200680,2010,4,9,Alaska,2,Denali Borough,68,1826,0,1826,1
G0200700,2010,4,9,Alaska,2,Dillingham Census Area,70,4847,0,4847,1
G0200900,2010,4,9,Alaska,2,Fairbanks North Star Borough,90,97581,67457,30124,0.308707638
G0201000,2010,4,9,Alaska,2,Haines Borough,100,2508,0,2508,1
G0201050,2010,4,9,Alaska,2,Hoonah-Angoon Census Area,105,2150,0,2150,1
G0201100,2010,4,9,Alaska,2,Juneau City and Borough,110,31275,24537,6738,0.215443645
G0201220,2010,4,9,Alaska,2,Kenai Peninsula Borough,122,55400,11447,43953,0.793375451
G0201300,2010,4,9,Alaska,2,Ketchikan Gateway Borough,130,13477,10352,3125,0.23187653
G0201500,2010,4,9,Alaska,2,Kodiak Island Borough,150,13592,9335,4257,0.313198941
G0201640,2010,4,9,Alaska,2,Lake and Peninsula Borough,164,1631,0,1631,1
G0201700,2010,4,9,Alaska,2,Matanuska-Susitna Borough,170,88995,44236,44759,0.502938367
G0201800,2010,4,9,Alaska,2,Nome Census Area,180,9492,3222,6270,0.660556258
G0201850,2010,4,9,Alaska,2,North Slope Borough,185,9430,3835,5595,0.593319194
G0201880,2010,4,9,Alaska,2,Northwest Arctic Borough,188,7523,3200,4323,0.574637777
G0201950,2010,4,9,Alaska,2,Petersburg Census Area,195,3815,0,3815,1
G0201980,2010,4,9,Alaska,2,Prince of Wales-Hyder Census Area,198,5559,0,5559,1
G0202200,2010,4,9,Alaska,2,Sitka City and Borough,220,8881,7027,1854,0.208760275
G0202300,2010,4,9,Alaska,2,Skagway Municipality,230,968,0,968,1
G0202400,2010,4,9,Alaska,2,Southeast Fairbanks Census Area,240,7029,0,7029,1
G0202610,2010,4,9,Alaska,2,Valdez-Cordova Census Area,261,9636,0,9636,1
G0202700,2010,4,9,Alaska,2,Wade Hampton Census Area,270,7459,0,7459,1
G0202750,2010,4,9,Alaska,2,Wrangell City and Borough,275,2369,0,2369,1
G0202820,2010,4,9,Alaska,2,Yakutat City and Borough,282,662,0,662,1
G0202900,2010,4,9,Alaska,2,Yukon-Koyukuk Census Area,290,5588,0,5588,1
G0400010,2010,4,8,Arizona,4,Apache County,1,71518,18551,52967,0.740610755
G0400030,2010,4,8,Arizona,4,Cochise County,3,131346,83666,47680,0.363010674
G0400050,2010,4,8,Arizona,4,Coconino County,5,134421,92124,42297,0.314660656
G0400070,2010,4,8,Arizona,4,Gila County,7,53597,31589,22008,0.410619997
G0400090,2010,4,8,Arizona,4,Graham County,9,37220,19936,17284,0.464373992
G0400110,2010,4,8,Arizona,4,Greenlee County,11,8437,4508,3929,0.465686856
G0400120,2010,4,8,Arizona,4,La Paz County,12,20489,8948,11541,0.563277856
G0400130,2010,4,8,Arizona,4,Maricopa County,13,3817117,3726888,90229,0.023637997
G0400150,2010,4,8,Arizona,4,Mohave County,15,200186,154216,45970,0.229636438
G0400170,2010,4,8,Arizona,4,Navajo County,17,107449,49278,58171,0.541382423
G0400190,2010,4,8,Arizona,4,Pima County,19,980263,906513,73750,0.075234911
G0400210,2010,4,8,Arizona,4,Pinal County,21,375770,293459,82311,0.219046225
G0400230,2010,4,8,Arizona,4,Santa Cruz County,23,47420,34672,12748,0.268831717
G0400250,2010,4,8,Arizona,4,Yavapai County,25,211033,140976,70057,0.331971777
G0400270,2010,4,8,Arizona,4,Yuma County,27,195751,175335,20416,0.104295763
G0500010,2010,3,7,Arkansas,5,Arkansas County,1,19019,12418,6601,0.347073979
G0500030,2010,3,7,Arkansas,5,Ashley County,3,21853,10559,11294,0.516816913
G0500050,2010,3,7,Arkansas,5,Baxter County,5,41513,14180,27333,0.658420254
G0500070,2010,3,7,Arkansas,5,Benton County,7,221339,165650,55689,0.251600486
G0500090,2010,3,7,Arkansas,5,Boone County,9,36903,13950,22953,0.621981953
G0500110,2010,3,7,Arkansas,5,Bradley County,11,11508,5801,5707,0.495915885
G0500130,2010,3,7,Arkansas,5,Calhoun County,13,5368,0,5368,1
G0500150,2010,3,7,Arkansas,5,Carroll County,15,27446,7456,19990,0.728339284
G0500170,2010,3,7,Arkansas,5,Chicot County,17,11800,5395,6405,0.54279661
G0500190,2010,3,7,Arkansas,5,Clark County,19,22995,10491,12504,0.543770385
G0500210,2010,3,7,Arkansas,5,Clay County,21,16083,6617,9466,0.588571784
G0500230,2010,3,7,Arkansas,5,Cleburne County,23,25970,6357,19613,0.755217559
G0500250,2010,3,7,Arkansas,5,Cleveland County,25,8689,0,8689,1
G0500270,2010,3,7,Arkansas,5,Columbia County,27,24552,10438,14114,0.574861518
G0500290,2010,3,7,Arkansas,5,Conway County,29,21273,6272,15001,0.705166173
G0500310,2010,3,7,Arkansas,5,Craighead County,31,96443,65419,31024,0.321682237
G0500330,2010,3,7,Arkansas,5,Crawford County,33,61948,29759,32189,0.519613224
G0500350,2010,3,7,Arkansas,5,Crittenden County,35,50902,40270,10632,0.20887195
G0500370,2010,3,7,Arkansas,5,Cross County,37,17870,7722,10148,0.567879127
G0500390,2010,3,7,Arkansas,5,Dallas County,39,8116,3844,4272,0.526367669
G0500410,2010,3,7,Arkansas,5,Desha County,41,13008,8921,4087,0.314191267
G0500430,2010,3,7,Arkansas,5,Drew County,43,18509,9512,8997,0.486087849
G0500450,2010,3,7,Arkansas,5,Faulkner County,45,113237,69346,43891,0.387602992
G0500470,2010,3,7,Arkansas,5,Franklin County,47,18125,3153,14972,0.826041379
G0500490,2010,3,7,Arkansas,5,Fulton County,49,12245,867,11378,0.92919559
G0500510,2010,3,7,Arkansas,5,Garland County,51,96024,60588,35436,0.369032742
G0500530,2010,3,7,Arkansas,5,Grant County,53,17853,4458,13395,0.750294068
G0500550,2010,3,7,Arkansas,5,Greene County,55,42090,24620,17470,0.41506296
G0500570,2010,3,7,Arkansas,5,Hempstead County,57,22609,10000,12609,0.557698262
G0500590,2010,3,7,Arkansas,5,Hot Spring County,59,32923,11204,21719,0.659690794
G0500610,2010,3,7,Arkansas,5,Howard County,61,13789,4479,9310,0.675175865
G0500630,2010,3,7,Arkansas,5,Independence County,63,36647,11513,25134,0.685840587
G0500650,2010,3,7,Arkansas,5,Izard County,65,13696,0,13696,1
G0500670,2010,3,7,Arkansas,5,Jackson County,67,17997,6288,11709,0.650608435
G0500690,2010,3,7,Arkansas,5,Jefferson County,69,77435,53495,23940,0.309162523
G0500710,2010,3,7,Arkansas,5,Johnson County,71,25540,7313,18227,0.713664839
G0500730,2010,3,7,Arkansas,5,Lafayette County,73,7645,0,7645,1
G0500750,2010,3,7,Arkansas,5,Lawrence County,75,17415,6346,11069,0.635601493
G0500770,2010,3,7,Arkansas,5,Lee County,77,10424,3804,6620,0.635072909
G0500790,2010,3,7,Arkansas,5,Lincoln County,79,14134,0,14134,1
G0500810,2010,3,7,Arkansas,5,Little River County,81,13171,4146,9025,0.685217523
G0500830,2010,3,7,Arkansas,5,Logan County,83,22353,6478,15875,0.710195499
G0500850,2010,3,7,Arkansas,5,Lonoke County,85,68356,37724,30632,0.448124525
G0500870,2010,3,7,Arkansas,5,Madison County,87,15717,0,15717,1
G0500890,2010,3,7,Arkansas,5,Marion County,89,16653,0,16653,1
G0500910,2010,3,7,Arkansas,5,Miller County,91,43462,26072,17390,0.400119645
G0500930,2010,3,7,Arkansas,5,Mississippi County,93,46480,29623,16857,0.362672117
G0500950,2010,3,7,Arkansas,5,Monroe County,95,8149,2528,5621,0.689777887
G0500970,2010,3,7,Arkansas,5,Montgomery County,97,9487,0,9487,1
G0500990,2010,3,7,Arkansas,5,Nevada County,99,8997,2773,6224,0.691786151
G0501010,2010,3,7,Arkansas,5,Newton County,101,8330,0,8330,1
G0501030,2010,3,7,Arkansas,5,Ouachita County,103,26120,11401,14719,0.563514548
G0501050,2010,3,7,Arkansas,5,Perry County,105,10445,0,10445,1
G0501070,2010,3,7,Arkansas,5,Phillips County,107,21757,11321,10436,0.479661718
G0501090,2010,3,7,Arkansas,5,Pike County,109,11291,0,11291,1
G0501110,2010,3,7,Arkansas,5,Poinsett County,111,24583,7095,17488,0.711385917
G0501130,2010,3,7,Arkansas,5,Polk County,113,20662,5499,15163,0.733859259
G0501150,2010,3,7,Arkansas,5,Pope County,115,61754,28102,33652,0.54493636
G0501170,2010,3,7,Arkansas,5,Prairie County,117,8715,0,8715,1
G0501190,2010,3,7,Arkansas,5,Pulaski County,119,382748,335759,46989,0.122767461
G0501210,2010,3,7,Arkansas,5,Randolph County,121,17969,5854,12115,0.674216707
G0501230,2010,3,7,Arkansas,5,St. Francis County,123,28258,13690,14568,0.515535424
G0501250,2010,3,7,Arkansas,5,Saline County,125,107118,68384,38734,0.361601225
G0501270,2010,3,7,Arkansas,5,Scott County,127,11233,3330,7903,0.703552034
G0501290,2010,3,7,Arkansas,5,Searcy County,129,8195,0,8195,1
G0501310,2010,3,7,Arkansas,5,Sebastian County,131,125744,99574,26170,0.208121262
G0501330,2010,3,7,Arkansas,5,Sevier County,133,17058,6209,10849,0.636006566
G0501350,2010,3,7,Arkansas,5,Sharp County,135,17264,3443,13821,0.800567655
G0501370,2010,3,7,Arkansas,5,Stone County,137,12394,0,12394,1
G0501390,2010,3,7,Arkansas,5,Union County,139,41639,18944,22695,0.545041908
G0501410,2010,3,7,Arkansas,5,Van Buren County,141,17295,0,17295,1
G0501430,2010,3,7,Arkansas,5,Washington County,143,203065,151294,51771,0.254947923
G0501450,2010,3,7,Arkansas,5,White County,145,77076,35210,41866,0.543178162
G0501470,2010,3,7,Arkansas,5,Woodruff County,147,7260,0,7260,1
G0501490,2010,3,7,Arkansas,5,Yell County,149,22185,4631,17554,0.791255353
G0600010,2010,4,9,California,6,Alameda County,1,1510271,1504402,5869,0.003886058
G0600030,2010,4,9,California,6,Alpine County,3,1175,0,1175,1
G0600050,2010,4,9,California,6,Amador County,5,38091,15075,23016,0.604237221
G0600070,2010,4,9,California,6,Butte County,7,220000,178416,41584,0.189018182
G0600090,2010,4,9,California,6,Calaveras County,9,45578,11208,34370,0.754091886
G0600110,2010,4,9,California,6,Colusa County,11,21419,14624,6795,0.317241701
G0600130,2010,4,9,California,6,Contra Costa County,13,1049025,1040709,8316,0.007927361
G0600150,2010,4,9,California,6,Del Norte County,15,28610,18976,9634,0.336735407
G0600170,2010,4,9,California,6,El Dorado County,17,181058,118231,62827,0.346999304
G0600190,2010,4,9,California,6,Fresno County,19,930450,829913,100537,0.108052018
G0600210,2010,4,9,California,6,Glenn County,21,28122,16628,11494,0.408719152
G0600230,2010,4,9,California,6,Humboldt County,23,134623,94561,40062,0.297586594
G0600250,2010,4,9,California,6,Imperial County,25,174528,144129,30399,0.174178355
G0600270,2010,4,9,California,6,Inyo County,27,18546,9935,8611,0.464304971
G0600290,2010,4,9,California,6,Kern County,29,839631,753938,85693,0.10206031
G0600310,2010,4,9,California,6,Kings County,31,152982,136381,16601,0.108516035
G0600330,2010,4,9,California,6,Lake County,33,64665,43257,21408,0.331060079
G0600350,2010,4,9,California,6,Lassen County,35,34895,10285,24610,0.705258633
G0600370,2010,4,9,California,6,Los Angeles County,37,9818605,9759181,59424,0.006052184
G0600390,2010,4,9,California,6,Madera County,39,150865,101193,49672,0.329248003
G0600410,2010,4,9,California,6,Marin County,41,252409,235952,16457,0.065199735
G0600430,2010,4,9,California,6,Mariposa County,43,18251,0,18251,1
G0600450,2010,4,9,California,6,Mendocino County,45,87841,48110,39731,0.452305871
G0600470,2010,4,9,California,6,Merced County,47,255793,219283,36510,0.1427326
G0600490,2010,4,9,California,6,Modoc County,49,9686,2910,6776,0.699566384
G0600510,2010,4,9,California,6,Mono County,51,14202,7693,6509,0.45831573
G0600530,2010,4,9,California,6,Monterey County,53,415057,374315,40742,0.098160012
G0600550,2010,4,9,California,6,Napa County,55,136484,118194,18290,0.134008382
G0600570,2010,4,9,California,6,Nevada County,57,98764,57150,41614,0.42134786
G0600590,2010,4,9,California,6,Orange County,59,3010232,3005917,4315,0.001433444
G0600610,2010,4,9,California,6,Placer County,61,348432,300393,48039,0.137871952
G0600630,2010,4,9,California,6,Plumas County,63,20007,5197,14810,0.740240916
G0600650,2010,4,9,California,6,Riverside County,65,2189641,2088429,101212,0.046223102
G0600670,2010,4,9,California,6,Sacramento County,67,1418788,1389531,29257,0.020621122
G0600690,2010,4,9,California,6,San Benito County,69,55269,42002,13267,0.240044148
G0600710,2010,4,9,California,6,San Bernardino County,71,2035210,1938853,96357,0.047344991
G0600730,2010,4,9,California,6,San Diego County,73,3095313,2993259,102054,0.032970494
G0600750,2010,4,9,California,6,San Francisco County,75,805235,805235,0,0
G0600770,2010,4,9,California,6,San Joaquin County,77,685306,627241,58065,0.084728574
G0600790,2010,4,9,California,6,San Luis Obispo County,79,269637,224887,44750,0.16596387
G0600810,2010,4,9,California,6,San Mateo County,81,718451,704865,13586,0.018910127
G0600830,2010,4,9,California,6,Santa Barbara County,83,423895,402626,21269,0.050175161
G0600850,2010,4,9,California,6,Santa Clara County,85,1781642,1762335,19307,0.010836633
G0600870,2010,4,9,California,6,Santa Cruz County,87,262382,230793,31589,0.120393167
G0600890,2010,4,9,California,6,Shasta County,89,177223,125321,51902,0.292862665
G0600910,2010,4,9,California,6,Sierra County,91,3240,9,3231,0.997222222
G0600930,2010,4,9,California,6,Siskiyou County,93,44900,15344,29556,0.658262806
G0600950,2010,4,9,California,6,Solano County,95,413344,397974,15370,0.037184524
G0600970,2010,4,9,California,6,Sonoma County,97,483878,424102,59776,0.123535271
G0600990,2010,4,9,California,6,Stanislaus County,99,514453,473396,41057,0.079807096
G0601010,2010,4,9,California,6,Sutter County,101,94737,80718,14019,0.147978087
G0601030,2010,4,9,California,6,Tehama County,103,63463,30787,32676,0.514882688
G0601050,2010,4,9,California,6,Trinity County,105,13786,0,13786,1
G0601070,2010,4,9,California,6,Tulare County,107,442179,373730,68449,0.154799301
G0601090,2010,4,9,California,6,Tuolumne County,109,55365,28255,27110,0.489659532
G0601110,2010,4,9,California,6,Ventura County,111,823318,797593,25725,0.031245521
G0601130,2010,4,9,California,6,Yolo County,113,200849,186931,13918,0.069295839
G0601150,2010,4,9,California,6,Yuba County,115,72155,53234,18921,0.26222715
G0800010,2010,4,8,Colorado,8,Adams County,1,441603,425615,15988,0.036204464
G0800030,2010,4,8,Colorado,8,Alamosa County,3,15445,9751,5694,0.368662998
G0800050,2010,4,8,Colorado,8,Arapahoe County,5,572003,562992,9011,0.015753414
G0800070,2010,4,8,Colorado,8,Archuleta County,7,12084,4909,7175,0.593760344
G0800090,2010,4,8,Colorado,8,Baca County,9,3788,0,3788,1
G0800110,2010,4,8,Colorado,8,Bent County,11,6499,4032,2467,0.379596861
G0800130,2010,4,8,Colorado,8,Boulder County,13,294567,268312,26255,0.089130826
G0800140,2010,4,8,Colorado,8,Broomfield County,14,55889,55563,326,0.00583299
G0800150,2010,4,8,Colorado,8,Chaffee County,15,17809,11146,6663,0.374136672
G0800170,2010,4,8,Colorado,8,Cheyenne County,17,1836,0,1836,1
G0800190,2010,4,8,Colorado,8,Clear Creek County,19,9088,0,9088,1
G0800210,2010,4,8,Colorado,8,Conejos County,21,8256,0,8256,1
G0800230,2010,4,8,Colorado,8,Costilla County,23,3524,0,3524,1
G0800250,2010,4,8,Colorado,8,Crowley County,25,5823,0,5823,1
G0800270,2010,4,8,Colorado,8,Custer County,27,4255,0,4255,1
G0800290,2010,4,8,Colorado,8,Delta County,29,30952,11399,19553,0.631720083
G0800310,2010,4,8,Colorado,8,Denver County,31,600158,600158,0,0
G0800330,2010,4,8,Colorado,8,Dolores County,33,2064,0,2064,1
G0800350,2010,4,8,Colorado,8,Douglas County,35,285465,256098,29367,0.102874258
G0800370,2010,4,8,Colorado,8,Eagle County,37,52197,41766,10431,0.199839071
G0800390,2010,4,8,Colorado,8,Elbert County,39,23086,0,23086,1
G0800410,2010,4,8,Colorado,8,El Paso County,41,622263,566668,55595,0.089343252
G0800430,2010,4,8,Colorado,8,Fremont County,43,46824,34453,12371,0.264202119
G0800450,2010,4,8,Colorado,8,Garfield County,45,56389,42797,13592,0.241039919
G0800470,2010,4,8,Colorado,8,Gilpin County,47,5441,0,5441,1
G0800490,2010,4,8,Colorado,8,Grand County,49,14843,2583,12260,0.825978576
G0800510,2010,4,8,Colorado,8,Gunnison County,51,15324,6343,8981,0.586074132
G0800530,2010,4,8,Colorado,8,Hinsdale County,53,843,0,843,1
G0800550,2010,4,8,Colorado,8,Huerfano County,55,6711,2943,3768,0.561466249
G0800570,2010,4,8,Colorado,8,Jackson County,57,1394,0,1394,1
G0800590,2010,4,8,Colorado,8,Jefferson County,59,534543,497679,36864,0.068963582
G0800610,2010,4,8,Colorado,8,Kiowa County,61,1398,0,1398,1
G0800630,2010,4,8,Colorado,8,Kit Carson County,63,8270,4243,4027,0.48694075
G0800650,2010,4,8,Colorado,8,Lake County,65,7310,5039,2271,0.310670315
G0800670,2010,4,8,Colorado,8,La Plata County,67,51334,20560,30774,0.599485721
G0800690,2010,4,8,Colorado,8,Larimer County,69,299630,264692,34938,0.116603811
G0800710,2010,4,8,Colorado,8,Las Animas County,71,15507,9181,6326,0.407944799
G0800730,2010,4,8,Colorado,8,Lincoln County,73,5467,0,5467,1
G0800750,2010,4,8,Colorado,8,Logan County,75,22709,16088,6621,0.291558413
G0800770,2010,4,8,Colorado,8,Mesa County,77,146723,128124,18599,0.126762675
G0800790,2010,4,8,Colorado,8,Mineral County,79,712,0,712,1
G0800810,2010,4,8,Colorado,8,Moffat County,81,13795,10021,3774,0.273577383
G0800830,2010,4,8,Colorado,8,Montezuma County,83,25535,8380,17155,0.671822988
G0800850,2010,4,8,Colorado,8,Montrose County,85,41276,22706,18570,0.449898246
G0800870,2010,4,8,Colorado,8,Morgan County,87,28159,18994,9165,0.325473206
G0800890,2010,4,8,Colorado,8,Otero County,89,18831,12352,6479,0.344060326
G0800910,2010,4,8,Colorado,8,Ouray County,91,4436,0,4436,1
G0800930,2010,4,8,Colorado,8,Park County,93,16206,0,16206,1
G0800950,2010,4,8,Colorado,8,Phillips County,95,4442,0,4442,1
G0800970,2010,4,8,Colorado,8,Pitkin County,97,17148,9568,7580,0.442034056
G0800990,2010,4,8,Colorado,8,Prowers County,99,12551,7796,4755,0.378854275
G0801010,2010,4,8,Colorado,8,Pueblo County,101,159063,136550,22513,0.141535115
G0801030,2010,4,8,Colorado,8,Rio Blanco County,103,6666,0,6666,1
G0801050,2010,4,8,Colorado,8,Rio Grande County,105,11982,4489,7493,0.625354699
G0801070,2010,4,8,Colorado,8,Routt County,107,23509,12888,10621,0.451784423
G0801090,2010,4,8,Colorado,8,Saguache County,109,6108,0,6108,1
G0801110,2010,4,8,Colorado,8,San Juan County,111,699,0,699,1
G0801130,2010,4,8,Colorado,8,San Miguel County,113,7359,0,7359,1
G0801150,2010,4,8,Colorado,8,Sedgwick County,115,2379,0,2379,1
G0801170,2010,4,8,Colorado,8,Summit County,117,27994,22530,5464,0.195184682
G0801190,2010,4,8,Colorado,8,Teller County,119,23350,8732,14618,0.626038544
G0801210,2010,4,8,Colorado,8,Washington County,121,4814,0,4814,1
G0801230,2010,4,8,Colorado,8,Weld County,123,252825,201097,51728,0.20460002
G0801250,2010,4,8,Colorado,8,Yuma County,125,10043,3524,6519,0.649108832
G0900010,2010,1,1,Connecticut,9,Fairfield County,1,916829,874801,42028,0.045840609
G0900030,2010,1,1,Connecticut,9,Hartford County,3,894014,845660,48354,0.054086401
G0900050,2010,1,1,Connecticut,9,Litchfield County,5,189927,111205,78722,0.414485566
G0900070,2010,1,1,Connecticut,9,Middlesex County,7,165676,125019,40657,0.245400662
G0900090,2010,1,1,Connecticut,9,New Haven County,9,862477,831083,31394,0.036399811
G0900110,2010,1,1,Connecticut,9,New London County,11,274055,203326,70729,0.258083231
G0900130,2010,1,1,Connecticut,9,Tolland County,13,152691,94351,58340,0.382078839
G0900150,2010,1,1,Connecticut,9,Windham County,15,118428,59497,58931,0.497610362
G1000010,2010,3,5,Delaware,10,Kent County,1,162310,118536,43774,0.269693796
G1000030,2010,3,5,Delaware,10,New Castle County,3,538479,513696,24783,0.046024079
G1000050,2010,3,5,Delaware,10,Sussex County,5,197145,115717,81428,0.41303609
G1100010,2010,3,5,District Of Columbia,11,District Of Columbia,1,601723,601723,0,0
G1200010,2010,3,5,Florida,12,Alachua County,1,247336,194917,52419,0.211934373
G1200030,2010,3,5,Florida,12,Baker County,3,27115,10984,16131,0.594910566
G1200050,2010,3,5,Florida,12,Bay County,5,168852,148590,20262,0.119998579
G1200070,2010,3,5,Florida,12,Bradford County,7,28520,6979,21541,0.75529453
G1200090,2010,3,5,Florida,12,Brevard County,9,543376,515803,27573,0.050743868
G1200110,2010,3,5,Florida,12,Broward County,11,1748066,1747770,296,0.00016933
G1200130,2010,3,5,Florida,12,Calhoun County,13,14625,4751,9874,0.675145299
G1200150,2010,3,5,Florida,12,Charlotte County,15,159978,145765,14213,0.088843466
G1200170,2010,3,5,Florida,12,Citrus County,17,141236,92483,48753,0.345188196
G1200190,2010,3,5,Florida,12,Clay County,19,190865,162295,28570,0.149686952
G1200210,2010,3,5,Florida,12,Collier County,21,321520,294236,27284,0.084859418
G1200230,2010,3,5,Florida,12,Columbia County,23,67531,25623,41908,0.620574255
G1200270,2010,3,5,Florida,12,DeSoto County,27,34862,18741,16121,0.462423269
G1200290,2010,3,5,Florida,12,Dixie County,29,16422,3773,12649,0.770247229
G1200310,2010,3,5,Florida,12,Duval County,31,864263,839100,25163,0.02911498
G1200330,2010,3,5,Florida,12,Escambia County,33,297619,272910,24709,0.083022253
G1200350,2010,3,5,Florida,12,Flagler County,35,95696,85819,9877,0.103212255
G1200370,2010,3,5,Florida,12,Franklin County,37,11549,3691,7858,0.68040523
